country,subnational1,threshold,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
Vietnam,Lâm Đồng,30,555,170,770,1216,1016,790,3542,2090,5376,2343,4169,1652,3276,1233,2687,1240,728,719,681,549,454,354,509
Vietnam,Lào Cai,30,83,117,21,101,57,214,192,9,668,107,84,15,57,154,355,266,75,44,100,58,51,26,56
Vietnam,Nghệ An,30,234,420,684,1156,494,1373,589,1403,1898,1187,1442,1066,2036,2599,3633,2607,1640,1367,1368,1155,1175,967,808
Vietnam,Ninh Bình,30,0,0,28,9,2,3,4,12,3,7,16,0,1,3,8,6,2,4,2,8,1,0,1
Vietnam,Ninh Thuận,30,127,46,355,671,530,498,301,349,517,314,394,56,208,182,217,337,75,55,179,83,62,55,99
Vietnam,Phú Thọ,30,10,35,63,61,21,64,26,38,53,38,30,14,30,41,71,67,55,30,65,42,29,31,21
Vietnam,Phú Yên,30,226,85,198,295,440,303,587,1466,2068,840,3125,1838,4118,2867,3503,1814,1519,1620,1466,982,878,984,875
Vietnam,Quảng Bình,30,320,404,242,287,141,118,74,1073,1115,401,1319,1720,1521,1106,2244,1871,1775,1727,1130,1074,705,723,544
Vietnam,Quảng Nam,30,335,708,1015,1153,1543,1752,1193,2668,1339,972,5996,3647,4399,4565,6594,4258,3048,3292,3347,5938,1352,936,663
Vietnam,Quảng Ngãi,30,225,318,973,1722,1285,1254,1068,1862,625,740,2553,995,1533,1545,2562,1678,1262,1360,1475,1197,536,284,281
Vietnam,Quảng Ninh,30,153,241,537,541,593,1327,767,1571,1208,884,1351,1942,2600,1500,3403,3291,2730,2339,2751,2316,2464,1628,3404
Vietnam,Quảng Trị,30,55,77,286,428,586,276,233,592,554,536,294,353,507,556,1623,1160,646,666,753,1210,239,172,168
Vietnam,Sơn La,30,203,709,228,1255,1043,1133,534,368,2972,1014,368,256,204,375,425,362,216,178,380,106,206,296,191
Vietnam,Tây Ninh,30,1,3,43,1,22,7,27,12,9,10,36,18,4,3,13,25,1,13,9,25,4,2,1
Vietnam,Thừa Thiên Huế,30,30,75,124,34,201,161,97,313,137,77,836,438,470,472,991,854,526,633,704,605,379,339,218
Vietnam,Thái Nguyên,30,24,29,356,309,36,192,229,212,104,263,87,161,202,467,1033,686,518,353,346,507,500,290,270
Vietnam,Thanh Hóa,30,40,91,305,612,72,227,343,309,459,1237,849,285,404,445,779,853,462,360,363,407,370,268,231
Vietnam,Tuyên Quang,30,58,66,293,308,112,192,261,551,343,329,234,105,133,232,551,445,370,267,227,245,313,403,260
Vietnam,Vĩnh Phúc,30,0,2,23,23,2,7,3,10,1,10,0,1,1,2,2,6,8,8,8,4,5,5,9
Vietnam,Yên Bái,30,85,308,104,292,220,207,378,96,661,226,104,35,125,188,247,368,337,193,415,304,210,141,106
"Virgin Islands, U.S.",Saint John,30,0,0,6,0,1,1,0,1,0,0,0,0,0,0,1,51,17,0,0,0,0,0,0
Zambia,Luapula,30,0,27,7,50,18,26,27,3,138,0,24,0,0,0,0,1,0,0,0,0,0,0,1
Zambia,Muchinga,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,North-Western,30,60,101,412,191,252,510,277,1294,2711,174,921,1597,2059,2335,2856,3354,2415,2542,2154,2903,2418,2666,3901
Zambia,Northern,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Western,30,0,4,12,0,5,0,0,1,1,1,3,0,0,0,3,4,8,12,11,8,4,8,10
Zimbabwe,Manicaland,30,14,8,20,27,25,16,8,18,3,3,63,100,37,62,50,275,27,50,37,42,55,40,32
Zimbabwe,Mashonaland Central,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
